StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,Gender,Age,Residence,Edu,Income,EPP,EAP,EPI,EAI,Luck_fair,Talent_fair,Effort_fair,Luck_control,Talent_control,Effort_control,Redist_pref,Polpref,uid,Ex Ante Personal,Ex Ante Impersonal,Ex Post Personal,Ex Post Impersonal,Payment High worker,Payment Low worker,Redistribute
2017-11-22 17:19:14,2017-11-22 17:22:24,0,100,190,1,2017-11-22 17:22:25,R_2THnYkw5D6CluAF,anonymous,EN,1,1,45,49,5,2,,0,,,10,8,9,4,7,10,2,1,196562669,1,0,0,0,8,2,0
2017-11-22 17:20:26,2017-11-22 17:22:26,0,100,119,1,2017-11-22 17:22:26,R_3oRR1AIawCkBimh,anonymous,EN,1,1,29,10,5,1,3,,,,5,1,3,4,6,8,1,2,196563107,0,0,1,0,5,5,3
2017-11-22 17:18:41,2017-11-22 17:22:26,0,100,224,1,2017-11-22 17:22:27,R_24CNzuVQt3QdAR8,anonymous,EN,1,1,45,11,6,1,,,,3,10,0,3,0,10,10,2,1,196562511,0,1,0,0,5,5,3
2017-11-22 17:19:40,2017-11-22 17:22:28,0,100,168,1,2017-11-22 17:22:29,R_TiuI4zpuZLRCwCt,anonymous,EN,1,1,53,33,5,2,,3,,,2,2,5,1,2,8,2,2,196562805,1,0,0,0,5,5,3
2017-11-22 17:19:21,2017-11-22 17:22:29,0,100,187,1,2017-11-22 17:22:29,R_2ylRIw25rrZPdG1,anonymous,EN,1,0,27,33,2,3,0,,,,2,7,4,3,9,4,4,3,196562695,0,0,1,0,8,2,0
2017-11-22 17:18:45,2017-11-22 17:22:30,0,100,225,1,2017-11-22 17:22:31,R_2YkOHLRLKGYIdAi,anonymous,EN,1,1,39,3,5,1,3,,,,10,0,0,0,5,10,2,2,196562525,0,0,1,0,5,5,3
2017-11-22 17:18:48,2017-11-22 17:22:30,0,100,221,1,2017-11-22 17:22:31,R_2rDtYnBxB9lgXHm,anonymous,EN,1,0,20,31,5,2,,,,2,7,2,1,3,2,4,2,3,196562545,0,1,0,0,6,4,2
2017-11-22 17:19:07,2017-11-22 17:22:37,0,100,209,1,2017-11-22 17:22:37,R_eyemyhhCgjtMI2R,anonymous,EN,1,0,22,30,2,4,,,0,,3,0,0,0,10,10,4,3,196562635,0,0,0,1,8,2,0
2017-11-22 17:20:23,2017-11-22 17:22:37,0,100,134,1,2017-11-22 17:22:38,R_aVNE4WuCMSjNZPr,anonymous,EN,1,1,41,10,2,5,5,,,,5,6,3,3,4,5,3,3,196563087,0,0,1,0,3,7,5
2017-11-22 17:20:41,2017-11-22 17:22:37,0,100,115,1,2017-11-22 17:22:38,R_SNMcO8MJEMOg90d,anonymous,EN,1,1,20,44,2,1,1,,,,1,2,2,3,2,0,1,1,196563209,0,0,1,0,7,3,1
2017-11-22 17:20:14,2017-11-22 17:22:37,0,100,142,1,2017-11-22 17:22:37,R_1lgkFPqPZjboOgl,anonymous,EN,1,1,40,26,6,1,,,,3,10,4,3,0,2,10,1,4,196563017,0,1,0,0,5,5,3
2017-11-22 17:18:38,2017-11-22 17:22:38,0,100,239,1,2017-11-22 17:22:39,R_2zBlQusLAJ0Yafi,anonymous,EN,1,0,36,18,2,2,0,,,,3,2,4,1,3,2,2,1,196562461,0,0,1,0,8,2,0
2017-11-22 17:20:15,2017-11-22 17:22:38,0,100,142,1,2017-11-22 17:22:39,R_1Hq6wezRkq7205m,anonymous,EN,1,1,45,11,2,1,,0,,,0,0,0,1,1,1,5,5,196563027,1,0,0,0,8,2,0
2017-11-22 17:18:10,2017-11-22 17:22:40,0,100,270,1,2017-11-22 17:22:40,R_yL3UX3poeaKvSyl,anonymous,EN,1,1,63,22,4,3,,,,0,9,1,3,9,9,9,3,4,196562335,0,1,0,0,8,2,0
2017-11-22 17:20:28,2017-11-22 17:22:40,0,100,132,1,2017-11-22 17:22:41,R_1OrGD8t3ztJVX25,anonymous,EN,1,1,63,5,6,4,0,,,,0,0,0,5,5,5,2,2,196563121,0,0,1,0,8,2,0
2017-11-22 17:19:10,2017-11-22 17:22:42,0,100,211,1,2017-11-22 17:22:42,R_USWqrQcf2DmEMq5,anonymous,EN,1,1,31,11,2,1,,,,0,0,10,5,0,6,10,2,3,196562649,0,1,0,0,8,2,0
2017-11-22 17:19:58,2017-11-22 17:22:42,0,100,163,1,2017-11-22 17:22:42,R_3KUZBNW5m3ddg2f,anonymous,EN,1,1,47,38,3,2,,,,0,7,2,1,1,7,10,5,3,196562917,0,1,0,0,8,2,0
2017-11-22 17:20:14,2017-11-22 17:22:43,0,100,148,1,2017-11-22 17:22:43,R_25WUQj2TJIRhWJm,anonymous,EN,1,1,65,22,2,2,,,,0,6,7,9,7,7,7,2,3,196563015,0,1,0,0,8,2,0
2017-11-22 17:21:16,2017-11-22 17:22:44,0,100,88,1,2017-11-22 17:22:45,R_3gX7XKDHMt82sPc,anonymous,EN,1,1,68,38,6,4,,,1,,5,5,4,5,5,6,1,3,196563425,0,0,0,1,7,3,1
2017-11-22 17:20:34,2017-11-22 17:22:43,0,100,129,1,2017-11-22 17:22:44,R_3JIfPGjQESVy2f6,anonymous,EN,1,1,19,11,2,2,,0,,,9,5,7,2,7,3,1,2,196563159,1,0,0,0,8,2,0
2017-11-22 17:21:09,2017-11-22 17:22:46,0,100,96,1,2017-11-22 17:22:47,R_1Qroh49lXExG0ho,anonymous,EN,1,1,19,23,2,3,,,,6,6,6,7,7,9,9,2,2,196563377,0,1,0,0,2,8,6
2017-11-22 17:19:06,2017-11-22 17:22:45,0,100,218,1,2017-11-22 17:22:46,R_wZY0741sNrApLlD,anonymous,EN,1,1,21,10,6,4,,,,2,9,5,2,6,6,8,2,3,196562613,0,1,0,0,6,4,2
2017-11-22 17:19:57,2017-11-22 17:22:50,0,100,172,1,2017-11-22 17:22:50,R_1pJP4UIlK0uhrZw,anonymous,EN,1,0,28,10,6,3,,1,,,6,5,9,6,2,8,4,2,196562911,1,0,0,0,7,3,1
2017-11-22 17:18:57,2017-11-22 17:22:48,0,100,231,1,2017-11-22 17:22:49,R_1LhaBhqkGZX7IwA,anonymous,EN,1,1,24,23,3,2,3,,,,5,10,0,10,5,0,2,2,196562589,0,0,1,0,5,5,3
2017-11-22 17:18:38,2017-11-22 17:22:50,0,100,252,1,2017-11-22 17:22:51,R_41wHEJKYfIeTEpX,anonymous,EN,1,1,45,50,2,1,,,,3,10,4,4,7,6,6,1,3,196562487,0,1,0,0,5,5,3
2017-11-22 17:22:16,2017-11-22 17:22:54,0,100,37,1,2017-11-22 17:22:54,R_1g6mJQxxxLyKtPa,anonymous,EN,1,0,36,23,5,4,3,,,,8,5,6,8,4,3,2,4,196563717,0,0,1,0,5,5,3
2017-11-22 17:20:38,2017-11-22 17:22:55,0,100,137,1,2017-11-22 17:22:56,R_1Owf8lZzhzXyCo8,anonymous,EN,1,0,72,36,5,1,,,,2,9,2,2,1,9,9,2,3,196563185,0,1,0,0,6,4,2
2017-11-22 17:21:20,2017-11-22 17:22:59,0,100,98,1,2017-11-22 17:23:00,R_3p5yo97kVrssFmA,anonymous,EN,1,1,32,23,2,4,0,,,,2,5,5,1,2,3,1,1,196563451,0,0,1,0,8,2,0
2017-11-22 17:19:25,2017-11-22 17:23:00,0,100,214,1,2017-11-22 17:23:01,R_USaeqi5lNetf7Zn,anonymous,EN,1,1,26,11,2,2,,,2,,5,5,5,7,6,5,4,3,196562729,0,0,0,1,6,4,2
2017-11-22 17:19:33,2017-11-22 17:23:00,0,100,207,1,2017-11-22 17:23:01,R_D0GDpa6AN3ysEU1,anonymous,EN,1,1,21,15,5,1,3,,,,10,10,5,4,6,0,1,3,196562773,0,0,1,0,5,5,3
2017-11-22 17:18:59,2017-11-22 17:23:01,0,100,241,1,2017-11-22 17:23:01,R_3OowkycQltBtON4,anonymous,EN,1,1,42,34,3,1,3,,,,3,4,1,3,4,9,3,3,196562599,0,0,1,0,5,5,3
2017-11-22 17:19:10,2017-11-22 17:23:02,0,100,231,1,2017-11-22 17:23:02,R_2wFw44jPV6vSq5D,anonymous,EN,1,1,40,5,5,3,3,,,,10,0,0,1,1,1,1,3,196562645,0,0,1,0,5,5,3
2017-11-22 17:19:09,2017-11-22 17:23:01,0,100,232,1,2017-11-22 17:23:02,R_2pWg4CW9FDkYB9s,anonymous,EN,1,1,66,23,4,2,,3,,,9,1,1,1,9,9,3,4,196562639,1,0,0,0,5,5,3
2017-11-22 17:20:29,2017-11-22 17:23:03,0,100,154,1,2017-11-22 17:23:04,R_3Ojr857NXnpJMNp,anonymous,EN,1,1,34,22,5,5,,0,,,10,0,0,0,0,0,1,3,196563123,1,0,0,0,8,2,0
2017-11-22 17:19:19,2017-11-22 17:23:04,0,100,224,1,2017-11-22 17:23:04,R_1dzBiQtAFWANf80,anonymous,EN,1,1,35,33,5,3,,,0,,5,2,5,4,5,2,4,2,196562693,0,0,0,1,8,2,0
2017-11-22 17:18:16,2017-11-22 17:23:04,0,100,288,1,2017-11-22 17:23:05,R_1C9p9RYO4bdjXhY,anonymous,EN,1,1,20,45,2,2,,,,3,9,4,1,5,1,1,1,3,196562363,0,1,0,0,5,5,3
2017-11-22 17:20:23,2017-11-22 17:23:04,0,100,161,1,2017-11-22 17:23:05,R_2YAoA9n3CsZlF5w,anonymous,EN,1,1,32,23,5,3,,,3,,8,0,0,4,2,4,4,2,196563085,0,0,0,1,5,5,3
2017-11-22 17:21:45,2017-11-22 17:23:05,0,100,80,1,2017-11-22 17:23:06,R_3neplxFDHacllfE,anonymous,EN,1,1,21,18,3,2,,1,,,3,5,2,2,10,0,3,3,196563573,1,0,0,0,7,3,1
2017-11-22 17:18:09,2017-11-22 17:23:07,0,100,298,1,2017-11-22 17:23:08,R_cvfTchBbUDsEjZv,anonymous,EN,1,0,74,33,5,3,,5,,,7,4,3,7,7,9,2,4,196562333,1,0,0,0,3,7,5
2017-11-22 17:21:11,2017-11-22 17:23:09,0,100,117,1,2017-11-22 17:23:10,R_3meiyPCkUFWgQJS,anonymous,EN,1,1,30,45,5,3,3,,,,4,6,6,6,7,7,2,3,196563389,0,0,1,0,5,5,3
2017-11-22 17:20:05,2017-11-22 17:23:09,0,100,183,1,2017-11-22 17:23:09,R_byJZdWaqEbHZ8UV,anonymous,EN,1,1,19,29,3,1,,,3,,1,1,7,1,6,3,1,3,196562963,0,0,0,1,5,5,3
2017-11-22 17:19:23,2017-11-22 17:23:10,0,100,226,1,2017-11-22 17:23:10,R_1Fynsz3MsE2JNSX,anonymous,EN,1,0,64,5,4,2,,,0,,10,2,5,0,7,8,2,2,196562719,0,0,0,1,8,2,0
2017-11-22 17:19:36,2017-11-22 17:23:10,0,100,213,1,2017-11-22 17:23:10,R_2wdIfatyhwZWsd6,anonymous,EN,1,0,27,5,2,1,,0,,,5,0,1,5,8,6,1,3,196562747,1,0,0,0,8,2,0
2017-11-22 17:18:50,2017-11-22 17:23:11,0,100,261,1,2017-11-22 17:23:12,R_28RQK4MEVnYa8NT,anonymous,EN,1,0,57,5,3,2,,,3,,7,1,3,2,8,8,5,4,196562559,0,0,0,1,5,5,3
2017-11-22 17:20:56,2017-11-22 17:23:12,0,100,136,1,2017-11-22 17:23:13,R_PCbzpTHqbEcvciZ,anonymous,EN,1,0,34,48,8,4,,,3,,3,4,3,4,4,2,1,3,196563305,0,0,0,1,5,5,3
2017-11-22 17:18:58,2017-11-22 17:23:13,0,100,255,1,2017-11-22 17:23:14,R_1gj5jYMJ8ixztLw,anonymous,EN,1,1,36,15,3,1,,,6,,9,0,0,1,10,10,2,3,196562597,0,0,0,1,2,8,6
2017-11-22 17:19:05,2017-11-22 17:23:14,0,100,248,1,2017-11-22 17:23:15,R_10pdsmFWhmUK0fl,anonymous,EN,1,1,50,3,3,3,0,,,,0,0,0,0,10,10,5,4,196562621,0,0,1,0,8,2,0
2017-11-22 17:20:15,2017-11-22 17:23:16,0,100,181,1,2017-11-22 17:23:17,R_1i4Xxfd8PFvGJhR,anonymous,EN,1,0,27,49,6,2,2,,,,7,4,3,2,4,5,2,3,196563019,0,0,1,0,6,4,2
2017-11-22 17:21:03,2017-11-22 17:23:18,0,100,134,1,2017-11-22 17:23:18,R_27l2rwNREONSUio,anonymous,EN,1,1,28,6,2,1,,,5,,5,5,5,5,5,5,1,3,196563349,0,0,0,1,3,7,5
2017-11-22 17:19:48,2017-11-22 17:23:19,0,100,210,1,2017-11-22 17:23:19,R_2uJoYvrwBF3uHRz,anonymous,EN,1,1,55,5,5,4,1,,,,9,0,3,0,8,10,4,4,196562859,0,0,1,0,7,3,1
2017-11-22 17:20:19,2017-11-22 17:23:19,0,100,180,1,2017-11-22 17:23:19,R_2CVr8dS95A9sl2s,anonymous,EN,1,0,60,19,3,5,,0,,,6,0,0,3,3,0,5,5,196563055,1,0,0,0,8,2,0
2017-11-22 17:20:04,2017-11-22 17:23:21,0,100,197,1,2017-11-22 17:23:22,R_1l0ur0dO8m3wZVd,anonymous,EN,1,1,35,34,4,5,,3,,,3,2,3,1,2,4,3,3,196562885,1,0,0,0,5,5,3
2017-11-22 17:21:15,2017-11-22 17:23:21,0,100,126,1,2017-11-22 17:23:21,R_3jfC1GDGrRFW10W,anonymous,EN,1,1,48,10,6,4,3,,,,10,2,1,0,7,10,2,1,196563419,0,0,1,0,5,5,3
2017-11-22 17:21:19,2017-11-22 17:23:25,0,100,125,1,2017-11-22 17:23:25,R_25MDXGhDJfdAOaV,anonymous,EN,1,1,20,49,2,2,,,,5,5,4,7,5,3,6,3,3,196563445,0,1,0,0,3,7,5
2017-11-22 17:18:31,2017-11-22 17:23:26,0,100,295,1,2017-11-22 17:23:26,R_XTjbk2Q23C8x3jP,anonymous,EN,1,0,20,33,2,1,1,,,,6,3,0,5,5,2,1,3,196562435,0,0,1,0,7,3,1
2017-11-22 17:20:21,2017-11-22 17:23:26,0,100,184,1,2017-11-22 17:23:26,R_3GuFHgLpdfz3bKN,anonymous,EN,1,0,55,47,5,4,3,,,,8,2,1,7,6,9,2,2,196563071,0,0,1,0,5,5,3
2017-11-22 17:18:22,2017-11-22 17:23:27,0,100,304,1,2017-11-22 17:23:28,R_2fCCoCymiN0Wljb,anonymous,EN,1,1,31,14,2,2,,,,3,10,5,4,1,8,8,2,3,196562393,0,1,0,0,5,5,3
2017-11-22 17:19:15,2017-11-22 17:23:29,0,100,254,1,2017-11-22 17:23:30,R_1rxlbXvhaAGXqBS,anonymous,EN,1,1,30,11,2,2,3,,,,10,4,0,0,10,10,4,5,196562675,0,0,1,0,5,5,3
2017-11-22 17:19:52,2017-11-22 17:23:31,0,100,219,1,2017-11-22 17:23:31,R_3meOUUi5RrlsLUH,anonymous,EN,1,1,33,33,1,5,3,,,,8,0,0,2,2,0,3,3,196562893,0,0,1,0,5,5,3
2017-11-22 17:20:08,2017-11-22 17:23:30,0,100,201,1,2017-11-22 17:23:31,R_2rwpeylVCQmDd1B,anonymous,EN,1,1,25,10,4,2,,,,3,5,0,0,5,4,5,2,3,196562991,0,1,0,0,5,5,3
2017-11-22 17:20:46,2017-11-22 17:23:32,0,100,165,1,2017-11-22 17:23:32,R_zSZnTCxa3m0VeEN,anonymous,EN,1,0,26,23,7,5,,0,,,7,2,0,2,2,0,4,5,196563251,1,0,0,0,8,2,0
2017-11-22 17:21:28,2017-11-22 17:23:32,0,100,124,1,2017-11-22 17:23:34,R_3ssohf2eD5NT6ch,anonymous,EN,1,1,26,45,6,2,,3,,,6,3,0,4,2,1,1,3,196563487,1,0,0,0,5,5,3
2017-11-22 17:19:07,2017-11-22 17:23:32,0,100,265,1,2017-11-22 17:23:33,R_269CoOmVL2bNGwX,anonymous,EN,1,1,65,10,6,1,,0,,,5,1,1,1,7,9,5,3,196562631,1,0,0,0,8,2,0
2017-11-22 17:20:22,2017-11-22 17:23:34,0,100,192,1,2017-11-22 17:23:35,R_3nqPgUVA3Ds1lVG,anonymous,EN,1,1,33,39,5,3,,,,0,9,0,2,0,10,10,3,3,196563079,0,1,0,0,8,2,0
2017-11-22 17:18:11,2017-11-22 17:23:34,0,100,322,1,2017-11-22 17:23:34,R_RKPZ27R6YWjQlQl,anonymous,EN,1,0,42,23,5,3,,0,,,10,0,0,0,9,10,5,4,196562341,1,0,0,0,8,2,0
2017-11-22 17:21:39,2017-11-22 17:23:35,0,100,115,1,2017-11-22 17:23:35,R_22LzP8MFPDJXOvW,anonymous,EN,1,0,21,10,3,5,,,,1,6,5,5,4,7,5,2,4,196563547,0,1,0,0,7,3,1
2017-11-22 17:20:32,2017-11-22 17:23:36,0,100,184,1,2017-11-22 17:23:37,R_1Flclbgl1Gpvrms,anonymous,EN,1,1,53,4,1,1,0,,,,10,10,10,0,0,0,3,3,196563147,0,0,1,0,8,2,0
2017-11-22 17:18:34,2017-11-22 17:23:36,0,100,302,1,2017-11-22 17:23:37,R_2b1Mzkc2IQvSmOI,anonymous,EN,1,0,44,48,3,1,,0,,,10,5,0,0,10,10,3,3,196562455,1,0,0,0,8,2,0
2017-11-22 17:22:31,2017-11-22 17:23:38,0,100,66,1,2017-11-22 17:23:38,R_2SoWXqRZYe3qcZ8,anonymous,EN,1,0,26,42,6,3,,2,,,7,8,6,4,7,6,2,2,196563763,1,0,0,0,6,4,2
2017-11-22 17:20:10,2017-11-22 17:23:40,0,100,209,1,2017-11-22 17:23:40,R_2aOVHDGFjZIoM6N,anonymous,EN,1,0,78,5,5,2,,0,,,6,4,4,4,5,7,2,4,196563001,1,0,0,0,8,2,0
2017-11-22 17:21:12,2017-11-22 17:23:42,0,100,150,1,2017-11-22 17:23:42,R_1onJfxUJuvg8RbP,anonymous,EN,1,0,32,44,1,1,1,,,,5,5,5,5,5,5,3,3,196563391,0,0,1,0,7,3,1
2017-11-22 17:21:46,2017-11-22 17:23:42,0,100,116,1,2017-11-22 17:23:43,R_2f8TETPymIctTty,anonymous,EN,1,1,18,25,2,1,6,,,,0,10,3,0,4,10,4,3,196563577,0,0,1,0,2,8,6
2017-11-22 17:22:17,2017-11-22 17:23:45,0,100,87,1,2017-11-22 17:23:45,R_6lOpQCKl68ZnIHv,anonymous,EN,1,1,46,1,2,2,,,,0,9,8,9,10,9,10,1,3,196563721,0,1,0,0,8,2,0
2017-11-22 17:19:12,2017-11-22 17:23:46,0,100,274,1,2017-11-22 17:23:47,R_SJhdqphXRue3TzP,anonymous,EN,1,1,23,33,1,1,,,,3,0,10,0,0,10,0,1,2,196562655,0,1,0,0,5,5,3
2017-11-22 17:21:22,2017-11-22 17:23:46,0,100,143,1,2017-11-22 17:23:46,R_3oFLHOYCJSg2qTl,anonymous,EN,1,1,22,15,2,2,,3,,,1,7,9,9,5,7,1,3,196563429,1,0,0,0,5,5,3
2017-11-22 17:19:48,2017-11-22 17:23:48,0,100,240,1,2017-11-22 17:23:49,R_OwXHOhbKXh6Momt,anonymous,EN,1,1,28,15,1,1,,,,3,10,4,0,4,2,10,2,4,196562851,0,1,0,0,5,5,3
2017-11-22 17:20:57,2017-11-22 17:23:49,0,100,172,1,2017-11-22 17:23:50,R_3etorvX4aGqbw0K,anonymous,EN,1,1,31,30,5,3,,,,0,4,2,1,3,7,10,2,3,196563313,0,1,0,0,8,2,0
2017-11-22 17:22:33,2017-11-22 17:23:52,0,100,79,1,2017-11-22 17:23:53,R_1Q9IdthGyM4Stq3,anonymous,EN,1,0,30,10,3,1,,,2,,4,6,2,8,5,2,4,4,196563769,0,0,0,1,6,4,2
2017-11-22 17:21:12,2017-11-22 17:23:52,0,100,159,1,2017-11-22 17:23:52,R_3NwkSTE1gFH1VJi,anonymous,EN,1,1,29,21,3,4,,,,3,10,3,0,0,2,10,2,2,196563395,0,1,0,0,5,5,3
2017-11-22 17:20:19,2017-11-22 17:23:55,0,100,216,1,2017-11-22 17:23:56,R_ZaUE9wKypVXYB7r,anonymous,EN,1,0,57,26,2,3,,,6,,4,2,5,4,8,9,5,4,196563053,0,0,0,1,2,8,6
2017-11-22 17:21:48,2017-11-22 17:23:55,0,100,127,1,2017-11-22 17:23:56,R_277mRqbzELe6uXk,anonymous,EN,1,1,18,1,4,1,,5,,,0,2,5,4,1,3,2,1,196563585,1,0,0,0,3,7,5
2017-11-22 17:21:54,2017-11-22 17:23:56,0,100,122,1,2017-11-22 17:23:57,R_3MiHtnnCSQffFt4,anonymous,EN,1,1,28,51,6,3,,4,,,3,4,3,3,2,3,3,2,196563619,1,0,0,0,4,6,4
2017-11-22 17:21:55,2017-11-22 17:23:56,0,100,121,1,2017-11-22 17:23:58,R_2XjqdxUue3Co5kM,anonymous,EN,1,0,38,8,8,4,,,3,,4,1,2,1,2,10,5,3,196563623,0,0,0,1,5,5,3
2017-11-22 17:18:34,2017-11-22 17:23:57,0,100,323,1,2017-11-22 17:23:58,R_3huwKvCVG06p7H0,anonymous,EN,1,1,24,12,5,3,0,,,,10,0,0,2,10,10,3,3,196562453,0,0,1,0,8,2,0
2017-11-22 17:21:07,2017-11-22 17:23:57,0,100,170,1,2017-11-22 17:23:58,R_3kolY3lJiwH98jS,anonymous,EN,1,1,37,45,4,4,,,,2,1,4,3,3,4,4,2,3,196563049,0,1,0,0,6,4,2
2017-11-22 17:19:38,2017-11-22 17:23:58,0,100,259,1,2017-11-22 17:23:58,R_2En7yILzZGiW1Tx,anonymous,EN,1,1,29,39,4,2,,0,,,7,4,4,0,6,6,5,3,196562803,1,0,0,0,8,2,0
2017-11-22 17:22:05,2017-11-22 17:23:59,0,100,113,1,2017-11-22 17:23:59,R_3PSRXORCbQsGdxr,anonymous,EN,1,1,30,23,5,3,,,,1,7,5,5,5,6,6,2,2,196563677,0,1,0,0,7,3,1
2017-11-22 17:21:14,2017-11-22 17:24:00,0,100,166,1,2017-11-22 17:24:01,R_xnDNnVt9RtyIjlf,anonymous,EN,1,0,64,5,5,2,,0,,,2,0,0,0,10,10,5,1,196563415,1,0,0,0,8,2,0
2017-11-22 17:21:30,2017-11-22 17:24:03,0,100,153,1,2017-11-22 17:24:04,R_3kddSTtMkHhNexr,anonymous,EN,1,1,30,17,7,4,,,,3,3,7,0,1,1,10,2,4,196563519,0,1,0,0,5,5,3
2017-11-22 17:21:11,2017-11-22 17:24:04,0,100,173,1,2017-11-22 17:24:05,R_3CPBh7fpmMtjtou,anonymous,EN,1,0,59,1,3,1,,,2,,5,6,1,5,3,6,3,5,196563387,0,0,0,1,6,4,2
2017-11-22 17:20:18,2017-11-22 17:24:04,0,100,226,1,2017-11-22 17:24:05,R_3dE2qNtynWJ6wih,anonymous,EN,1,0,66,25,3,1,3,,,,10,1,1,1,1,9,3,5,196563043,0,0,1,0,5,5,3
2017-11-22 17:18:41,2017-11-22 17:24:07,0,100,325,1,2017-11-22 17:24:07,R_pMNA2xse1PW6tmV,anonymous,EN,1,0,25,10,5,2,,2,,,4,6,2,4,7,8,2,3,196562505,1,0,0,0,6,4,2
2017-11-22 17:21:13,2017-11-22 17:24:08,0,100,175,1,2017-11-22 17:24:09,R_1Ka8wKwRZFbDCcP,anonymous,EN,1,1,27,26,3,3,2,,,,3,3,1,3,3,2,3,3,196563399,0,0,1,0,6,4,2
2017-11-22 17:22:04,2017-11-22 17:24:09,0,100,124,1,2017-11-22 17:24:09,R_1DuHDTj1JLQhB1M,anonymous,EN,1,1,19,18,2,2,0,,,,10,0,3,0,10,10,1,3,196563665,0,0,1,0,8,2,0
2017-11-22 17:21:20,2017-11-22 17:24:09,0,100,168,1,2017-11-22 17:24:09,R_2aS2WJvPtQ353PS,anonymous,EN,1,0,41,18,5,4,,,3,,5,4,5,2,7,6,2,3,196563453,0,0,0,1,5,5,3
2017-11-22 17:21:24,2017-11-22 17:24:09,0,100,165,1,2017-11-22 17:24:10,R_1od2kiNZYn0RwiN,anonymous,EN,1,0,60,21,2,1,,,3,,8,3,1,5,8,8,2,3,196563473,0,0,0,1,5,5,3
2017-11-22 17:21:20,2017-11-22 17:24:11,0,100,171,1,2017-11-22 17:24:12,R_ZHSnpFsvRZNBix3,anonymous,EN,1,0,37,6,2,1,,,4,,4,5,4,6,7,2,2,3,196563447,0,0,0,1,4,6,4
2017-11-22 17:19:23,2017-11-22 17:24:11,0,100,288,1,2017-11-22 17:24:11,R_1mfvTTHOoljOJPo,anonymous,EN,1,0,22,14,2,1,3,,,,10,7,0,5,3,0,2,3,196562687,0,0,1,0,5,5,3
2017-11-22 17:20:40,2017-11-22 17:24:14,0,100,213,1,2017-11-22 17:24:15,R_2EgYw42QXb5yWYe,anonymous,EN,1,0,33,51,5,1,,1,,,7,3,2,4,4,9,4,4,196563203,1,0,0,0,7,3,1
2017-11-22 17:20:26,2017-11-22 17:24:17,0,100,230,1,2017-11-22 17:24:17,R_3oYn66w0gHTSpVF,anonymous,EN,1,0,56,29,5,2,0,,,,4,2,2,5,7,8,4,4,196563103,0,0,1,0,8,2,0
2017-11-22 17:20:43,2017-11-22 17:24:17,0,100,213,1,2017-11-22 17:24:18,R_3nloTeSkRc88jMp,anonymous,EN,1,0,67,10,5,3,,,3,,8,7,7,3,8,8,2,1,196563221,0,0,0,1,5,5,3
2017-11-22 17:18:50,2017-11-22 17:24:18,0,100,328,1,2017-11-22 17:24:18,R_z8811Wev7fu0jUR,anonymous,EN,1,1,21,26,2,2,,3,,,10,1,1,2,9,8,4,3,196562553,1,0,0,0,5,5,3
2017-11-22 17:20:04,2017-11-22 17:24:19,0,100,255,1,2017-11-22 17:24:20,R_xF5MQAXlVRxF0uB,anonymous,EN,1,1,25,10,4,2,,,3,,3,4,3,2,8,6,2,4,196562951,0,0,0,1,5,5,3
2017-11-22 17:21:57,2017-11-22 17:24:21,0,100,144,1,2017-11-22 17:24:21,R_ai47rGHcHecc5EJ,anonymous,EN,1,1,40,34,5,3,,,3,,10,0,0,0,10,10,1,1,196563639,0,0,0,1,5,5,3
2017-11-22 17:21:22,2017-11-22 17:24:23,0,100,181,1,2017-11-22 17:24:24,R_1BW709yAlA86Trj,anonymous,EN,1,0,50,13,7,4,,,,0,5,5,5,3,6,9,1,3,196563465,0,1,0,0,8,2,0
2017-11-22 17:19:48,2017-11-22 17:24:29,0,100,281,1,2017-11-22 17:24:30,R_sU30qV66ifBnQOJ,anonymous,EN,1,1,35,11,2,2,,,3,,10,0,0,0,7,10,4,4,196562861,0,0,0,1,5,5,3
2017-11-22 17:20:44,2017-11-22 17:24:29,0,100,224,1,2017-11-22 17:24:29,R_2TXFmIq7xnRUTkr,anonymous,EN,1,1,35,5,5,3,,,,3,10,3,0,3,5,7,2,2,196563235,0,1,0,0,5,5,3
2017-11-22 17:19:14,2017-11-22 17:24:30,0,100,316,1,2017-11-22 17:24:30,R_RQPVXE1wYZG1V61,anonymous,EN,1,1,19,9,2,1,,3,,,3,5,3,10,0,0,1,3,196562667,1,0,0,0,5,5,3
2017-11-22 17:18:50,2017-11-22 17:24:31,0,100,341,1,2017-11-22 17:24:32,R_2wbry5R8CkOemX6,anonymous,EN,1,0,34,3,8,4,3,,,,3,2,4,3,4,3,1,3,196562557,0,0,1,0,5,5,3
2017-11-22 17:20:00,2017-11-22 17:24:33,0,100,272,1,2017-11-22 17:24:34,R_CdbG6hdR6bFiNJ7,anonymous,EN,1,1,27,31,2,2,,,,4,8,7,9,5,7,7,4,3,196562933,0,1,0,0,4,6,4
2017-11-22 17:21:32,2017-11-22 17:24:34,0,100,181,1,2017-11-22 17:24:35,R_1GWBU4cjrSDArdv,anonymous,EN,1,1,59,39,5,3,0,,,,9,7,6,1,9,9,5,4,196563531,0,0,1,0,8,2,0
